 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,10093892,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.377675529,0.396279255,3364630.667,5827709.531,10100000,1,10100000,3364630.667,5827709.531,10100000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.396279255,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2.0,0.0,2,2,10100000.0,0.0,10100000,10100000,DDoS
80,821311,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,14163.94033,10.95809018,102663.875,289524.1805,819199,14,1226,613.0,666.0945879,1084,142,821297,164259.4,366122.7493,819199,18,0,0,0,0,72,132,3.652696725,7.30539345,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,24080,2,2,84,282,42,42,42.0,0.0,141,141,141.0,0.0,15199.33555,166.1129568,8026.666667,13817.72399,23982,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,40,40,83.05647841,83.05647841,42,141,81.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,102.0,42.0,141.0,40,0,0,0,0,0,0,2,84,2,282,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,108812202,2,2,115,341,76,39,57.5,26.1629509,199,142,170.5,40.30508653,4.19070648,0.036760583,36300000.0,62600000.0,109000000,77280,109000000,109000000.0,0.0,109000000,109000000,109000000,109000000.0,0.0,109000000,109000000,0,0,0,0,40,52,0.018380292,0.018380292,39,199,106.4,63.70478789,4058.3,0,0,0,0,0,0,0,0,1,133.0,57.5,170.5,40,0,0,0,0,0,0,2,115,2,341,-1,-1,1,20,77280.0,0.0,77280,77280,109000000.0,0.0,109000000,109000000,BENIGN
80,2867958,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.368323385,1.394720564,955986.0,1653201.613,2864938,4,2867958,955986.0,1653201.613,2864938,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.394720564,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,24510,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,489.5960832,81.59934721,24510.0,0.0,24510,24510,24510,24510.0,0.0,24510,24510,0,0.0,0.0,0,0,0,0,0,0,40,0,81.59934721,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,106247,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,109433.6781,75.29624366,15178.14286,32367.81576,86959,16,18896,9448.0,12602.05705,18359,537,106231,26557.75,41226.01359,86959,160,0,0,0,0,72,112,28.23609137,47.06015229,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,809216,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,14368.22801,9.88611199,115602.2857,295921.9775,786440,2,22010,11005.0,15560.59183,22008,2,809068,202267.0,389581.3652,786440,120,0,0,0,0,72,112,3.707291996,6.178819994,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
16532,9118352,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,4.606095487,0.767682581,1519725.333,3707875.149,9088362,1,0,0.0,0.0,0,0,9116827,1823365.4,4061273.565,9088362,1,0,0,0,0,20,120,0.10966894,0.658013641,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,29990.0,0.0,29990,29990,9088362.0,0.0,9088362,9088362,BENIGN
53,244,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,942622.9508,16393.44262,81.33333333,101.2044136,195,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,8196.721311,8196.721311,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,40,0,0,0,0,0,0,2,66,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,12048701,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.489894969,0.414982495,3012175.25,6023012.518,12000000,3,12000000,3012175.25,6023012.518,12000000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.414982495,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2007.0,0.0,2007,2007,12000000.0,0.0,12000000,12000000,DDoS
80,1464164,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,16.3916064,2.731934401,488054.6667,844306.8475,1462976,4,1464164,488054.6667,844306.8475,1462976,4,0,0.0,0.0,0,0,0,0,0,0,80,0,2.731934401,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53158,71053459,5,9,12982,56,11595,0,2596.4,5065.280279,20,0,6.222222222,5.783117191,183.4956409,0.197034743,5465650.692,19100000.0,68900000,1,71100000,17800000.0,35200000.0,70600000,187,70500000,8818207.375,24300000.0,68900000,1,1,0,0,0,112,204,0.070369551,0.126665192,0,11595,960.8666667,2980.615849,8884070.838,0,1,0,0,1,1,0,0,1,1029.5,2596.4,6.222222222,112,0,0,0,0,0,0,5,12982,9,56,229,256,3,20,1698765.0,0.0,1698765,1698765,68900000.0,0.0,68900000,68900000,BENIGN
80,1477902,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,16.23923643,2.706539405,492634.0,852461.8391,1476972,3,1477902,492634.0,852461.8391,1476972,3,0,0.0,0.0,0,0,0,0,0,0,80,0,2.706539405,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,24671,4,4,188,252,47,47,47.0,0.0,63,63,63.0,0.0,17834.70471,324.2673584,3524.428571,9158.813021,24294,1,24483,8161.0,14091.98581,24433,1,24486,8162.0,14133.53463,24482,1,0,0,0,0,128,128,162.1336792,162.1336792,47,63,54.11111111,8.432740427,71.11111111,0,0,0,0,0,0,0,0,1,60.875,47.0,63.0,128,0,0,0,0,0,0,4,188,4,252,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,12805670,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.342712252,0.390452042,3201417.5,6400843.154,12800000,1,12800000,3201417.5,6400843.154,12800000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.390452042,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2988.0,0.0,2988,2988,12800000.0,0.0,12800000,12800000,DDoS
80,10055226,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.386818556,0.397803093,3351742.0,5804632.264,10100000,384,10100000,3351742.0,5804632.264,10100000,384,0,0.0,0.0,0,0,0,0,0,0,80,0,0.397803093,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,872.0,0.0,872,872,10100000.0,0.0,10100000,10100000,DDoS
443,21506,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,557.9838185,92.99730308,21506.0,0.0,21506,21506,21506,21506.0,0.0,21506,21506,0,0.0,0.0,0,0,0,0,0,0,40,0,92.99730308,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1827210,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,6363.253266,4.92554222,228401.25,641806.0453,1816767,20,10121,5060.5,7085.917054,10071,50,1827122,365424.4,811336.7489,1816767,20,0,0,0,0,72,132,1.641847407,3.283694813,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
137,64,13,0,650,0,50,50,50.0,0.0,0,0,0.0,0.0,10200000.0,203125.0,5.333333333,13.44573831,48,1,64,5.333333333,13.44573831,48,1,0,0.0,0.0,0,0,0,0,0,0,416,0,203125.0,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,53.84615385,50.0,0.0,416,0,0,0,0,0,0,13,650,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,422498,3,4,574,696,574,0,191.3333333,331.3990545,696,0,174.0,348.0,3005.931389,16.56812577,70416.33333,108377.6429,213534,3,207259,103629.5,146370.3966,207129,130,215424,71808.0,122901.467,213719,3,0,0,0,0,104,136,7.100625328,9.467500438,0,696,158.75,295.7507396,87468.5,0,0,0,1,0,0,0,0,1,181.4285714,191.3333333,174.0,104,0,0,0,0,0,0,3,574,4,696,29200,4954,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23939,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,7352.019717,167.0913572,7979.666667,13815.99194,23933,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,83.5456786,83.5456786,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,406121,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,28644.17255,19.69856274,58017.28571,152084.0,402906,33,2799,1399.5,1512.501405,2469,330,406074,101518.5,200928.7196,402906,187,0,0,0,0,72,112,7.386961029,12.31160171,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,301,2,2,70,756,35,35,35.0,0.0,378,378,378.0,0.0,2744186.047,13289.03654,100.3333333,168.5862786,295,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,6644.518272,6644.518272,35,378,172.2,187.8688372,35294.7,0,0,0,0,0,0,0,0,1,215.25,35.0,378.0,40,0,0,0,0,0,0,2,70,2,756,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54544,94,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10638.29787,10638.29787,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,123,536,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,205,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9756.097561,205.0,0.0,205,205,205,205.0,0.0,205,205,0,0.0,0.0,0,0,0,0,0,0,64,0,9756.097561,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,30016,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,7470676,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.015700855,0.669283476,1867669.0,3733820.04,7468399,3,7470676,1867669.0,3733820.04,7468399,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.669283476,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2277.0,0.0,2277,2277,7468399.0,0.0,7468399,7468399,DDoS
443,1369203,8,11,2302,7600,1955,0,287.75,677.6486131,1607,0,690.9090909,739.3635715,7231.944423,13.87668593,76066.83333,234607.2775,1000246,48,368744,52677.71429,63165.70506,180784,230,1341386,134138.6,315217.3883,1000359,48,0,0,0,0,172,232,5.842815127,8.033870799,0,1955,495.1,714.211667,510098.3053,0,0,0,1,0,0,0,0,1,521.1578947,287.75,690.9090909,172,0,0,0,0,0,0,8,2302,11,7600,8192,146,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,104,136,52,52,52.0,0.0,68,68,68.0,0.0,1290322.581,21505.37634,62.0,65.47518614,133,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,40,10752.68817,10752.68817,52,68,58.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,73.0,52.0,68.0,40,0,0,0,0,0,0,2,104,2,136,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1023825,1,1,79,207,79,79,79.0,0.0,207,207,207.0,0.0,279.3446146,1.953458843,1023825.0,0.0,1023825,1023825,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.976729422,0.976729422,79,207,121.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,182.5,79.0,207.0,20,0,0,0,0,0,0,1,79,1,207,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,963440,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2127.59774,12074.44158,10.37947355,107048.8889,320625.1721,962049,2,993,496.5,676.7011896,975,18,963391,160565.1667,392645.4681,962049,2,0,0,0,0,72,152,3.113842066,7.265631487,0,5840,1057.545455,1846.729724,3410410.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,26709836,6,6,435,1779,411,0,72.5,165.8478218,1767,0,296.5,720.40093,82.89081221,0.449272695,2428166.909,4204738.679,10000000,69,20200000,4038765.4,5471592.796,10100000,100,26600000,5329160.4,5055215.714,10100000,387,0,0,0,0,132,156,0.224636347,0.224636347,0,1767,170.3076923,492.8120644,242863.7308,0,0,0,1,0,0,0,0,1,184.5,72.5,296.5,132,0,0,0,0,0,0,6,435,6,1779,8192,946,5,20,96707.0,45502.32137,128882,64532,10000000.0,620.1326471,10000000,9999768,BENIGN
14971,50248,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,835.8541633,139.3090272,8374.666667,10083.39351,26041,1,0,0.0,0.0,0,0,38052,7610.4,11077.5789,26041,1,0,0,0,0,20,120,19.9012896,119.4077376,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1884070,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,2469.653463,10.61531684,99161.57895,227352.9877,982209,3,1787459,223432.375,369334.433,1077340,229,1788935,178893.5,299974.5255,982209,3,0,0,0,0,296,360,4.776892578,5.838424262,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36110,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,376,1324,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,25007,2,2,72,122,36,36,36.0,0.0,61,61,61.0,0.0,7757.827808,159.9552125,8335.666667,14392.78324,24955,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,79.97760627,79.97760627,36,61,46.0,13.69306394,187.5,0,0,0,0,0,0,0,0,1,57.5,36.0,61.0,40,0,0,0,0,0,0,2,72,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6999281,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.428923628,0.571487271,2333093.667,4040369.93,6998511,345,6999281,2333093.667,4040369.93,6998511,345,0,0.0,0.0,0,0,0,0,0,0,80,0,0.571487271,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,770.0,0.0,770,770,6998511.0,0.0,6998511,6998511,DDoS
443,74542786,9,10,1048,1090,1048,0,116.4444444,349.3333333,1059,0,109.0,333.938118,28.68151453,0.254887173,4141265.889,4914808.756,10000000,3,70600000,8820051.625,3536411.548,10100000,68076,74500000,8274970.111,3709376.221,10100000,3,1,0,0,0,288,320,0.120736029,0.134151144,0,1059,159.3,384.6748593,147974.7474,0,1,0,0,1,0,0,0,1,167.6842105,116.4444444,109.0,288,0,0,0,0,0,0,9,1048,10,1090,287,301,0,32,52555.42857,6844.690737,68076,49848,10000000.0,6705.800396,10000000,10000000,BENIGN
57919,0,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,131,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,44523,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,261145.9246,179.6824113,6360.428571,15748.89193,42042,45,42271,21135.5,29631.30967,42088,183,44477,11119.25,20800.06344,42293,45,0,0,0,0,72,112,67.38090425,112.3015071,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,83513,4,2,124,252,31,31,31.0,0.0,126,126,126.0,0.0,4502.293056,71.84510196,16702.6,24183.44691,52884,3,30626,10208.66667,17675.86717,30619,3,3,3.0,0.0,3,3,0,0,0,0,104,40,47.89673464,23.94836732,31,126,58.14285714,46.35525347,2148.809524,0,0,0,0,0,0,0,0,0,67.83333333,31.0,126.0,104,0,0,0,0,0,0,4,124,2,252,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,72532896,8,3,56,11601,20,0,7.0,5.656854249,11595,0,3867.0,6692.644993,160.7132852,0.151655326,7253289.6,19800000.0,63200000,3,71300000,10200000.0,23600000.0,63200000,3,1221915,610957.5,818546.1028,1189757,32158,0,0,0,0,172,72,0.110294783,0.041360543,0,11595,971.9166667,3345.407285,11200000.0,0,0,0,0,1,0,0,0,0,1060.272727,7.0,3867.0,172,0,0,0,0,0,0,8,56,3,11601,256,229,6,20,7004.0,0.0,7004,7004,35700000.0,39000000.0,63200000,8058821,DDoS
80,9829837,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.441546081,0.406924347,3276612.333,5675255.574,9829833,1,9829837,3276612.333,5675255.574,9829833,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.406924347,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,9829833.0,0.0,9829833,9829833,DDoS
443,117905234,17,15,1145,5459,408,0,67.35294118,105.0523329,2860,0,363.9333333,766.906538,56.01108429,0.271404406,3803394.645,14700000.0,58900000,1,118000000,7369077.125,20100000.0,58900000,25,118000000,8415584.143,21300000.0,59000000,1,0,0,0,0,352,312,0.144183591,0.127220815,0,2860,200.1212121,534.8143812,286026.4223,0,0,0,1,0,0,0,0,0,206.375,67.35294118,363.9333333,352,0,0,0,0,0,0,17,1145,15,5459,8192,360,16,20,195139.5,154605.3622,304462,85817,58700000.0,287076.8679,58900000,58500000,BENIGN
53083,3476775,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,12.08016049,2.013360082,579462.5,1404074.234,3445435,3,0,0.0,0.0,0,0,3474913,694982.6,1537593.531,3445435,3,0,0,0,0,20,120,0.287622869,1.725737213,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60778,1,1,54,110,54,54,54.0,0.0,110,110,110.0,0.0,2698.344796,32.90664385,60778.0,0.0,60778,60778,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.45332193,16.45332193,54,110,72.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,109.0,54.0,110.0,20,0,0,0,0,0,0,1,54,1,110,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,73890039,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,157.8426559,0.175937111,6157503.25,19300000.0,67100000,1,73700000,9212106.5,23500000.0,67100000,1,230153,76717.66667,102072.1935,192610,185,0,0,0,0,192,92,0.121802615,0.054134496,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,904.0,0.0,904,904,36800000.0,42800000.0,67100000,6584804,DDoS
80,73011447,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,159.7420744,0.178054271,6084287.25,19800000.0,68800000,3,71600000,10200000.0,25900000.0,68800000,3,1434687,358671.75,716694.9194,1433714,3,0,0,0,0,172,112,0.109571859,0.068482412,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2767956.0,0.0,2767956,2767956,68800000.0,0.0,68800000,68800000,DDoS
80,995938,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,11674.4215,7.02854997,165989.6667,398533.6661,979392,45,16111,8055.5,11328.55774,16066,45,995745,331915.0,560785.6601,979392,385,0,0,0,0,72,92,3.012235701,4.016314269,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,20070326,6,4,178,360,33,28,29.66666667,2.581988897,120,60,90.0,34.64101615,26.80574297,0.498248011,2230036.222,6658252.024,20000000,3,20000000,4006837.4,8945594.154,20000000,3,20000000,6682156.667,11600000.0,20000000,3,0,0,0,0,168,104,0.298948806,0.199299204,28,120,51.90909091,35.72521391,1276.290909,0,0,0,0,0,0,0,0,0,57.1,29.66666667,90.0,168,0,0,0,0,0,0,6,178,4,360,-1,-1,5,20,23859.0,0.0,23859,23859,20000000.0,0.0,20000000,20000000,BENIGN
443,117885126,19,16,975,6698,351,0,51.31578947,92.20812969,2969,0,418.625,826.8754743,65.08878822,0.296899203,3467209.588,13900000.0,58500000,3,118000000,6549173.667,18800000.0,58500000,3,118000000,7855490.333,20500000.0,58600000,3,0,0,0,0,616,520,0.161173853,0.13572535,0,2969,213.1388889,576.3792478,332213.0373,0,0,0,1,0,0,0,0,0,219.2285714,51.31578947,418.625,616,0,0,0,0,0,0,19,975,16,6698,29200,179,8,32,682436.0,829856.2758,1269233,95639,58200000.0,338296.1476,58500000,58000000,BENIGN
80,604688,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,19238.02027,13.22996322,86384.0,228156.4525,603794,3,678,339.0,475.175757,675,3,604594,151148.5,301763.7857,603794,5,0,0,0,0,72,112,4.961236208,8.268727013,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,157225,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,73989.50549,50.88249324,22460.71429,58903.76804,156040,2,943,471.5,661.1448404,939,4,157173,39293.25,77832.23029,156040,2,0,0,0,0,72,112,19.08093497,31.80155828,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
58714,59,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,203389.8305,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,543,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
